title,release_date,pageid,qid,rating,popularity,revenue,total_pageview
Do Dooni Chaar,2010-10-08,29154165,Q3419925,6.4,2.665,0,0
"Captain Newman, M.D.",1963-12-25,1365691,Q1035124,6.524,5.034,0,1050
Azhagiya Tamil Magan,2007-11-08,10848177,Q2875125,5.024,3.727,0,93
Lola and Billy the Kid,1999-02-12,33974026,Q554063,6.5,2.74,0,0
Kidnap Syndicate,1975-08-27,34650949,Q760221,6.9,3.356,0,0
I'm Staying,2007-04-19,52747915,Q4535717,7.095,2.133,814790,0
Vampire Hookers,1978-07-01,62600126,Q83727246,3.929,2.863,0,0
Gas Pump Girls,1979-12-01,20925565,Q3098690,5.286,14.108,0,0
A Beginner's Guide to Snuff,2016-03-04,55029443,Q38463138,4.952,5.726,0,0
Death Rage,1976-10-22,24036824,Q3204494,5.5,3.746,0,0
Witchtrap,1989-04-21,62828583,Q4264930,5.19,3.634,0,939
The Paper Brigade,1996-09-25,11785619,Q7756016,6.762,2.719,0,5379
Kutsal Damacana: Dracoola,2011-01-21,29992734,Q6448527,2.4,1.773,0,0
Coplan Saves His Skin,1968-07-13,19891152,Q2996819,4.4,2.345,0,0
Go Back to China,2019-03-09,63413757,Q96379627,6.024,3.767,0,0
Sentimental Destinies,2000-07-12,24654407,Q1168759,5.6,2.806,0,0
Aashiqui,1990-07-23,6631824,Q2820108,4.833,4.395,0,870
Finding Rin Tin Tin,2007-08-15,19646172,Q5449972,5.786,8.087,0,0
Neurons to Nirvana,2013-10-19,44412988,Q18703211,6.8,1.424,0,0
Flock of Dudes,2015-06-13,40590995,Q16250482,6.619,3.474,0,0
The Home of Dark Butterflies,2008-01-11,21830569,Q1758397,5.7,1.78,0,0
The Ghost in the Invisible Bikini,1966-04-06,4391376,Q7736315,5.333,3.713,0,0
Ring of Terror,1962-02-01,10432695,Q5167187,1.8,1.413,0,0
Unholy Women,2006-11-25,14941770,Q992477,5.81,5.375,0,0
Children of the Living Dead,2001-06-11,4107637,Q847470,3.238,4.608,0,0
The Gaelic King,2017-09-14,54297712,Q30321627,4.976,3.32,0,0
Siruthai,2011-01-14,27719912,Q3530982,6.0,5.567,6660000,4930
Mirror for a Hero,1987-12-13,57137753,Q4191540,5.976,2.171,0,0
Petty Romance,2010-12-01,34222453,Q7179390,6.4,3.001,14244325,0
Duane Hopwood,2005-11-11,6325875,Q3793642,5.762,3.205,0,0
Cocksucker Blues,1972-07-26,236096,Q2563559,6.0,5.081,0,736
High Wall,1947-12-17,3679052,Q5757395,6.19,2.817,0,11650
The Locker,2004-02-07,55185241,Q39086027,4.905,3.41,0,0
Goodbye Charlie,1964-11-18,12624564,Q742019,5.7,3.051,0,20181
Run for the Sun,1956-07-30,10072700,Q3333593,6.0,5.069,0,331
Deep Evil,2004-06-25,54195606,Q3704669,4.6,3.909,0,0
If You Saw His Heart,2017-11-30,60965878,Q42289563,4.4,3.133,0,0
Babumoshai Bandookbaaz,2017-08-25,47946742,Q21095435,6.5,6.261,2500000,0
"You Are a Widow, Sir",1971-01-15,28149692,Q3561467,6.929,2.522,0,0
Crime in the Streets,1956-06-10,25757180,Q269086,6.0,2.453,0,1648
Mazinger Z vs. Devilman,1973-07-18,47786612,Q338108,5.6,6.798,0,0
Ane Is Missing,2020-10-16,66339430,Q99934643,5.3,2.733,0,0
A Brony Tale,2014-07-08,41970016,Q16959781,5.9,3.025,0,1601
The Ship of Monsters,1960-01-22,43013733,Q3823326,6.2,2.281,0,0
The Burial of Kojo,2018-11-02,60389262,Q62646012,6.7,2.164,0,953
Summer '04,2006-10-11,34611534,Q1632760,6.0,4.332,630464,0
Memoirs of a French Whore,1979-10-17,36132816,Q2377135,6.571,3.148,0,0
Dick Tracy's Dilemma,1947-05-20,13992681,Q5273471,5.3,4.938,0,209
I Really Hate My Job,2007-09-21,11153699,Q5978757,3.952,4.258,0,0
The Little Queen,2014-06-13,62523466,Q17632127,6.3,2.455,0,0
Movie Crazy,1932-09-23,5016546,Q3284452,6.143,2.774,0,0
Halloween Night,2006-10-24,21620643,Q2478193,3.69,4.379,0,187
The Legend of Suriyothai,2001-08-17,1839694,Q3085861,5.6,3.704,0,0
A Matter of Size,2009-04-27,37689945,Q282167,6.048,2.152,0,0
Munchie,1992-05-15,23941849,Q3794698,3.81,4.984,0,4391
ABC Africa,2001-10-24,9310154,Q2558483,4.8,1.918,0,0
Kill Ben Lyk,2018-11-04,65895293,Q96063036,5.4,4.781,0,0
Too Many Ways to Be No. 1,1997-03-14,47402152,Q18649414,6.7,3.418,0,0
Passing Fancy,1933-09-07,23714330,Q3657862,6.619,4.754,0,0
Dead Hooker in a Trunk,2009-04-20,32541928,Q5245218,5.2,2.321,0,0
Lord Love a Duck,1966-02-21,16089223,Q6679736,5.929,3.473,0,0
The Ancines Woods,1970-04-19,12661000,Q5352385,4.8,2.516,0,0
10 Promises to My Dog,2008-03-15,34430924,Q4546905,7.0,5.662,0,0
How to Get Rid of Cellulite,2011-02-04,78804362,Q11716258,4.0,3.631,0,0
Kita Kita,2017-07-19,54657059,Q39056365,7.8,1.555,0,0
Their Purple Moment,1928-05-19,5603479,Q3004672,6.4,1.952,0,0
Chasing the Dragon II: Wild Wild Bunch,2019-06-06,60609650,Q63800374,5.75,5.765,0,144
Little Miss Millions,1993-11-27,23945123,Q671771,5.25,4.017,0,0
Grand Central Murder,1942-05-01,16114008,Q3113552,5.9,2.524,515000,2388
Goodbye Pork Pie,1981-02-05,599963,Q954794,6.7,2.468,1400000,0
Don't Talk to Irene,2017-08-07,54830654,Q39048417,6.125,2.897,0,0
L'affittacamere,1976-08-15,19118368,Q3283553,5.7,5.62,0,0
A Sixth Part of the World,1926-12-31,32251157,Q3212859,7.5,2.427,0,0
Adventures of Power,2008-01-20,19460856,Q379983,5.1,3.247,0,0
Brace for Impact,2016-04-03,56644926,Q52151331,5.2,4.218,0,0
Pocket Money,1972-02-01,1855172,Q945735,5.2,2.771,0,1790
Hide and Creep,2004-11-23,5922463,Q1308652,6.525,2.426,0,0
Growing Up Coy,2016-06-16,53232408,Q26885186,7.05,1.32,0,0
The Legend of Muay Thai: 9 Satra,2018-01-11,56574426,Q48604399,6.45,5.242,0,0
Body Puzzle,1992-03-20,72112207,Q3641542,5.1,4.248,0,0
The McKenzie Break,1970-10-28,7782549,Q778201,6.375,3.318,0,0
Theevandi,2018-09-07,57771198,Q55635654,6.3,2.883,0,0
You'll Like My Mother,1972-10-13,27763405,Q8056455,6.25,3.714,0,117
How I Became Russian,2019-01-25,60395731,Q55658092,6.65,2.738,0,0
Kerala Cafe,2009-10-12,24130368,Q6393312,6.6,6.063,0,0
30 Years Ago,2016-07-05,52633400,Q27907930,7.2,1.745,0,0
Radio On,1979-11-30,6854339,Q3416779,6.0,2.487,0,0
Memory Box,2021-12-03,66715164,Q105440980,6.75,3.384,0,0
Like Grains of Sand,1995-12-16,11562799,Q750613,6.85,3.801,0,0
The Baron of the Locks,1960-04-13,54962169,Q3220315,6.3,4.117,0,0
My Dream Is Yours,1949-04-15,14876592,Q3038238,6.4,2.253,0,1394
Susan Slept Here,1954-07-28,12279512,Q349122,6.214,4.192,0,6121
The Ballerina,2017-10-20,57409926,Q54020673,5.7,1.373,0,0
Teenage Zombies,1959-11-12,1853636,Q7694463,3.55,1.488,0,0
The Lost Moment,1947-11-21,9170457,Q7748677,6.575,3.29,0,0
Whose Streets?,2017-08-11,52619914,Q28061816,5.8,0.883,0,0
Where God Left His Shoes,2007-04-27,20699250,Q7993244,6.725,1.525,0,1274
True Confession,1937-12-24,18002266,Q2249058,5.925,3.636,0,0
Land of Ashes,2019-05-19,65748420,Q63352732,5.8,0.829,0,0
Roads to Koktebel,2003-09-25,39002821,Q453838,6.5,1.607,0,0
Going Greek,2001-08-04,8417343,Q5577787,4.9,2.994,0,0
Love by Request,1982-11-01,29676959,Q4113650,6.525,1.518,0,0
Police Chief Pepe,1969-09-24,13140115,Q3221644,5.925,3.632,0,0
Miffo,2003-07-31,35994730,Q514357,5.0,4.591,0,0
BaadAsssss Cinema,2002-08-14,2938845,Q4837101,5.9,3.074,0,0
Mañana te cuento,2005-04-28,73154282,Q6007910,6.5,1.959,0,0
Cirkus Columbia,2010-07-23,28135570,Q3414778,7.0,2.535,0,0
July Rain,1967-08-07,52748174,Q4205762,7.579,2.422,0,0
Undercover Brother 2,2019-11-05,62592814,Q83727058,3.8,5.228,0,285
The Devil's Daffodil,1961-07-20,19842792,Q601772,5.7,2.273,0,0
The Floating Castle,2012-11-02,40198343,Q11275227,7.1,5.815,0,0
Sealed Cargo,1951-05-19,23809648,Q7440622,6.425,2.43,0,0
Kaazhcha,2004-08-27,3594243,Q6343683,7.6,2.578,0,935
Love at First Hiccough,1999-10-15,41838037,Q12323344,5.7,1.921,0,0
Save the Cinema,2022-01-14,66470452,Q105637635,6.25,3.686,0,0
The Cat Vanishes,2011-04-21,35366818,Q7721638,6.0,1.925,0,0
Lonesome Lenny,1946-03-09,54271763,Q30321621,6.4,2.357,0,0
The Champagne Murders,1967-03-31,26363125,Q3226956,5.9,4.04,0,0
Jerky Turkey,1945-04-07,25078889,Q3177375,6.3,1.274,0,0
The Strong Man,1926-11-19,3991335,Q2515935,6.05,2.208,0,0
Losing Sight of Shore,2017-04-23,60510672,Q48042510,7.3,1.363,0,0
Dinosaurs: Giants of Patagonia,2007-04-05,16012078,Q5278683,6.65,0.6,0,205
Theatre of Death,1967-11-01,39959360,Q3421533,6.175,2.587,0,0
The Country Teacher,2008-03-20,29447348,Q3507676,5.65,1.393,0,0
Dolce Fine Giornata,2019-06-21,59781882,Q64768058,5.7,3.975,0,0
The Passion of Augustine,2015-03-20,49172829,Q20004187,7.075,2.053,0,0
Jump Ashin!,2011-12-02,73277197,Q15905385,6.65,3.633,0,0
A Few Days in September,2006-09-06,8543798,Q3179069,5.4,2.36,0,0
Slapface,2022-04-21,65541173,Q104862239,5.0,5.048,2300000,0
Snow White and the Three Stooges,1961-12-24,5378222,Q3639416,5.6,4.352,0,0
Gladiatress,2004-08-19,22877388,Q5566283,3.55,4.423,0,0
A Certain Kind of Death,2003-01-20,47307911,Q20814417,7.1,1.098,0,90
The Black Gestapo,1975-03-01,11062501,Q7718325,4.2,2.749,0,0
Saand Ki Aankh,2019-10-25,60186590,Q62023954,6.975,3.133,0,224
Crash Dive,1943-04-22,1964078,Q3606552,6.225,3.338,0,1477
Creatures the World Forgot,1971-09-01,22507773,Q5183673,5.0,3.577,0,0
The Scarlet Clue,1945-05-11,28616678,Q7762417,6.0,2.408,0,0
The Murder Clinic,1966-03-17,47347377,Q3822731,6.25,3.52,0,0
Inflatable Sex Doll of the Wastelands,1967-10-03,26519331,Q6030117,5.2,4.26,0,0
Of Life and Love,1954-02-03,18784606,Q3020368,6.4,1.825,0,0
The Pirates of Blood River,1962-05-09,28797517,Q2253496,5.947,3.111,0,0
Trouble in Store,1953-12-14,9556173,Q12129803,6.0,2.466,0,0
Jannat 2,2012-05-04,32944042,Q3627591,6.4,4.735,0,0
When Brooklyn Met Seville,2021-09-17,69512685,Q107073203,5.625,2.285,0,0
"Life, Above All",2010-05-19,29129963,Q3226996,6.35,2.76,0,0
Max Takes a Bath,1910-10-22,74987463,Q3302406,6.15,1.001,0,0
Koko: A Talking Gorilla,1978-10-11,6123681,Q3198377,7.0,1.897,0,0
The Good Guys and the Bad Guys,1969-10-10,27375017,Q7737221,5.6,3.936,0,7513
Uriyadi,2016-05-27,50626317,Q24278835,8.0,1.857,0,0
Mere Dad Ki Maruti,2013-03-15,37747093,Q6818852,6.375,1.315,0,0
The Little Gangster,1990-12-19,31302696,Q3225438,6.6,2.05,0,0
Lotus Lantern,1999-07-30,8637720,Q5956059,7.2,2.883,0,0
Split Decisions,1988-06-11,35575299,Q5411378,5.075,4.456,695822,0
Exit Marrakech,2013-06-28,40160380,Q14949869,6.2,2.478,0,0
Die Kirche bleibt im Dorf,2012-08-22,49727402,Q1213881,6.3,1.669,0,0
Hearts of the World,1918-03-11,4539159,Q969250,6.0,1.793,0,0
Life in a Fishbowl,2014-05-16,43846724,Q18127226,6.8,2.678,0,0
Wandering Streams,2010-01-02,56221302,Q3234645,6.1,1.624,0,0
Aadu 2,2017-12-22,55276505,Q41449782,6.7,2.031,0,0
Ivko's Feast,2005-11-03,42212952,Q12752161,5.775,3.337,0,0
Dragon Trap,2010-01-22,26069013,Q390909,5.7,1.928,0,0
The Munekata Sisters,1950-08-08,46259477,Q3235681,6.8,5.682,0,0
Treasure Guards,2011-09-30,79959188,Q3790919,4.825,3.7,0,0
"Fine, Totally Fine",2008-01-26,18471629,Q4558389,5.9,1.906,0,0
Victim/Suspect,2023-05-19,73863317,Q118590886,7.75,4.582,0,99
A Summer in St. Tropez,1983-06-06,7118817,Q1305173,4.45,5.295,0,0
Girl in the Sunny Place,2013-10-11,42030561,Q15139592,6.575,4.51,0,0
Vendeur,2016-05-04,50358930,Q24007982,6.075,1.266,0,0
From the Manger to the Cross,1912-10-03,73497,Q1758092,5.3,0.888,0,0
Deadly Cargo,2003-10-03,74905509,Q1180928,4.05,3.211,0,0
Pale Blood,1990-10-01,46810573,Q20649330,4.9,5.073,0,0
Jason Becker: Not Dead Yet,2012-03-03,40696551,Q16171202,7.525,1.364,0,0
The Proud and the Beautiful,1953-11-25,15625537,Q1994913,6.6,2.769,0,0
Virumaandi,2004-01-14,5051407,Q3424339,7.15,4.142,0,194
Street Thief,2006-08-07,23541479,Q7622971,5.45,1.807,0,0
The Lady in Question,1940-08-07,28789931,Q1548895,6.7,2.595,0,0
Martial Club,1981-08-19,10639879,Q3295248,6.4,4.839,0,0
Meskada,2010-10-03,52293296,Q28405297,5.03,2.593,0,0
Blood from a Stone,2012-02-21,54277582,Q3210676,5.575,1.829,0,0
Spy Intervention,2020-02-14,63151598,Q85802770,4.7,5.076,0,0
Meenakshi Sundareshwar,2021-11-05,68950694,Q108901401,5.45,3.529,0,91
I'll Cry Tomorrow,1955-12-25,190392,Q1332776,6.475,3.879,0,3213
The New Swiss Family Robinson,1998-07-08,7383750,Q3234162,4.95,3.744,0,0
Sex with a Smile,1976-01-09,28668967,Q3599077,5.025,5.366,0,783
King of Clones,2023-06-23,74130676,Q120042490,7.7,7.591,0,0
Frits and Freddy,2010-12-08,35392102,Q5504821,6.0,1.607,0,0
An Act of Murder,1948-12-05,20993998,Q4749709,6.65,1.893,0,0
Fantastic Journey to Oz,2017-04-20,55550262,Q28667834,6.75,3.497,5970922,0
Chicken and Duck Talk,1988-07-14,17916020,Q4388331,6.7,4.788,0,0
Three Rooms in Manhattan,1965-11-10,11567914,Q1546727,5.975,4.295,0,0
Horror Stories 2,2013-06-05,39341892,Q13548225,5.6,3.2,0,0
Fight Club: Members Only,2006-02-17,9114950,Q3744708,6.375,1.618,0,0
"Silent Night, Zombie Night",2009-10-31,36543701,Q7514615,4.421,1.749,0,0
Irish Jam,2006-01-01,5430656,Q6070882,5.65,2.809,0,101
Conagher,1991-07-01,17511730,Q5158054,6.525,6.859,0,27717
Few of Us,1996-09-18,24399024,Q3071065,7.25,2.121,0,0
Fall Time,1995-05-13,24703055,Q1962662,5.0,3.232,0,134
Three Wise Men and a Baby,2022-11-19,76888640,Q125897103,8.7,5.006,0,19334
The Devonsville Terror,1983-10-24,11574995,Q836905,4.9,3.207,0,0
"It's the Pied Piper, Charlie Brown",2000-09-12,5334258,Q12125190,7.95,1.761,0,0
"A Dark, Dark Man",2019-09-23,71369656,Q98546087,6.8,1.659,0,0
Summer Scars,2007-09-14,22524187,Q7637421,5.4,3.054,0,0
The Palermo Connection,1990-02-02,12896715,Q1091234,6.075,2.912,0,0
High Kick Girl!,2009-05-30,30865545,Q1633933,5.075,6.909,0,0
Pop Aye,2017-09-06,52941645,Q28532725,6.6,2.689,0,0
Manhunt in the City,1975-05-08,43152783,Q3820033,5.8,3.213,0,0
Capturing Mary,2007-11-12,14080839,Q5037100,6.55,2.936,0,1123
Fußball ist unser Leben,2000-02-10,16070978,Q1478224,5.525,1.957,0,0
Hoi Polloi,1935-08-29,8108806,Q10297763,7.1,2.088,0,750
6:45,2021-08-06,70413231,Q111949363,5.0,1.739,0,3533
The Great Gabbo,1929-09-12,5396202,Q3794287,5.45,1.94,0,109
Lee Rock,1991-09-18,14615117,Q10881514,6.4,5.153,0,0
A Respectable Life,1979-03-26,35323416,Q1764335,6.9,1.88,0,0
Rain Fall,2009-04-24,25512090,Q3417761,4.725,4.417,0,0
Charlie Chan at the Olympics,1937-05-21,30229919,Q3666654,6.8,3.775,0,0
Familiar Strangers,2008-01-01,8945459,Q5432961,6.1,1.559,0,0
Kill Me Later,2001-09-14,5662308,Q2034354,5.55,2.81,0,0
The Man in the Glass Booth,1975-01-27,163478,Q518710,6.0,4.135,0,123
Double Agent 73,1974-01-01,12813606,Q5299653,4.0,3.248,0,0
Golgo 13: Assignment Kowloon,1977-09-15,7353661,Q3110272,5.3,4.8,0,0
The Seducers,1969-03-29,51560137,Q3993408,5.2,7.161,0,0
Silence in Paradise,2011-03-31,35492828,Q7514400,7.9,1.105,0,0
The Necro Files,1997-09-17,64386890,Q97354546,4.4,2.928,0,0
Poppitz,2002-08-30,55706979,Q2104265,6.3,1.687,0,0
Heaven with a Gun,1969-05-20,14430208,Q3795162,5.425,5.019,0,6980
The 3 L'il Pigs,2007-08-10,15510725,Q3230333,6.9,1.912,4400000,0
I due mafiosi,1964-01-15,48573976,Q3790748,5.475,1.779,0,0
Yaadon Ki Baaraat,1973-02-18,4579172,Q3292224,7.825,2.689,0,1337
Interview with the Assassin,2002-10-10,7825684,Q6057418,5.4,2.163,0,0
How to Be Loved,1963-01-11,2045889,Q1962773,7.6,2.175,0,0
"The Case Is Closed, Forget It",1971-10-27,34651252,Q3819525,6.6,1.874,0,0
The Stranger Returns,1967-08-17,49746332,Q934063,5.825,3.302,0,0
Three Came Home,1950-02-20,7315440,Q1257224,6.75,2.091,0,9653
Splinterheads,2009-11-06,26571536,Q7578584,5.93,2.221,0,0
Yakuza Graveyard,1976-10-30,10229188,Q2599048,6.4,4.618,0,0
Girl in the Bunker,2018-01-12,57533425,Q55316833,7.1,6.453,0,1406
The Welts,2004-10-08,18357469,Q4469332,6.81,1.779,0,0
The Heart Machine,2014-10-24,46198787,Q19878691,5.475,1.875,0,0
Patton Oswalt: Tragedy Plus Comedy Equals Time,2014-01-17,42277162,Q16935441,6.8,1.613,0,0
The Cold Lands,2013-02-09,43610443,Q18169965,5.711,1.72,0,0
We Faw Down,1928-12-29,2956085,Q497252,5.8,2.924,0,0
Philips and the Monkey Pen,2013-11-06,41006379,Q16252985,7.0,2.72,0,0
All Roads Lead Home,2008-01-01,6006861,Q4729285,5.8,4.315,0,117
A Journey Called Love,2002-09-03,37595914,Q4004139,6.3,3.884,0,0
Confessions of a Porn Addict,2008-03-27,33022002,Q5160022,5.2,2.122,0,0
Faces of Death IV,1990-11-28,6530663,Q4264291,3.9,2.276,0,0
Fric-Frac,1939-06-15,47101045,Q2413039,7.0,2.633,0,0
Doll Graveyard,2005-10-11,7457548,Q5289175,5.3,2.773,0,214
We Have Only One Life,1958-05-08,49783878,Q3352275,7.8,1.45,0,0
Samurai Princess,2009-05-28,23491875,Q597238,4.375,5.085,0,293
Qayamat: City Under Threat,2003-07-11,8548290,Q7267211,5.5,0.6,0,0
Haunting on Fraternity Row,2018-11-02,59508439,Q60220914,5.125,4.747,0,0
Strange Confession,1945-10-05,9803242,Q7621362,6.825,2.405,0,0
Escape from Zahrain,1962-05-23,22474360,Q25471,6.0,3.868,0,0
On Any Sunday,1971-07-28,3317085,Q1333654,6.875,2.381,0,2215
The Trial of Billy Jack,1974-11-13,9779498,Q7770144,6.2,2.994,0,0
Diamond Men,2000-10-11,2068139,Q5270868,6.2,2.463,0,0
The Other Bank,2009-05-01,43318579,Q12863061,6.35,1.82,750000,0
Young Lady Chatterley,1977-05-15,47359365,Q20874728,5.0,7.554,0,0
Stray Cat Rock: Wild Jumbo,1970-08-01,34726876,Q7622562,5.8,4.042,0,0
Dark Resurrection,2007-06-07,12850795,Q3702731,6.0,1.744,0,0
ReMastered: The Lion's Share,2019-05-17,61251343,Q65464663,6.8,2.464,0,0
Journey to the Sun,1999-02-16,34536603,Q327852,5.95,1.034,0,0
Hare Trigger,1945-05-05,2851505,Q3127411,7.2,1.307,0,0
Duel of the Titans,1961-12-06,19599931,Q518379,5.2,9.367,0,0
The Black Shield of Falworth,1954-09-02,6684682,Q1198533,6.235,4.274,0,2052
What Happened on September 11,2019-09-11,62279257,Q76488711,6.55,1.653,0,0
Eminence Hill,2019-11-01,62094781,Q73536650,4.8,4.84,0,0
Lolly-Madonna XXX,1973-02-21,24518351,Q6668974,6.1,5.044,0,220
Tom & Viv,1994-04-15,781724,Q559429,5.9,5.677,0,412
Brotherhood of Blood,2007-10-11,4278011,Q990814,3.975,4.947,0,0
Rockula,1990-02-23,17926236,Q7355615,4.975,2.592,0,0
A Plumbing We Will Go,1940-04-19,7063029,Q4658927,6.5,2.012,0,300
Stregati,1986-12-19,41490702,Q3975970,6.3,1.389,0,0
Alice in the Navy,1961-02-20,49766079,Q2836918,6.95,2.55,0,0
The Scorpion with Two Tails,1982-09-17,41197374,Q3547753,4.7,4.097,0,0
Uncle Hyacynth,1956-03-31,25564914,Q7882743,6.7,1.881,0,0
Italia's War,2005-07-27,79581210,Q12207419,6.725,1.588,0,0
BearCity 2: The Proposal,2012-06-11,37479653,Q4876340,6.2,3.318,0,0
Maya Memsaab,1993-07-02,2095475,Q1700308,5.4,3.091,1400000,0
Invasion of the Neptune Men,1961-01-01,3389965,Q2428163,2.5,2.78,0,0
The Swinging Cheerleaders,1974-09-25,22578090,Q7767696,6.2,3.847,0,538
Namak Halaal,1982-04-30,5179763,Q6961222,6.5,3.166,0,0
Jazz on a Summer's Day,1960-03-28,74832,Q681269,7.1,5.049,0,0
No Way Jose,2015-06-06,47038601,Q20202962,5.075,2.867,0,0
The Donor Party,2023-03-03,75060390,Q122614325,4.9,24.412,0,2565
Kagero-za,1981-08-21,7661203,Q1087238,6.5,10.277,0,108
Never Fear,1950-01-04,21992824,Q961965,6.2,4.157,0,0
Library Wars,2013-04-27,54370426,Q22130908,6.025,3.502,0,0
The Bridge to Nowhere,2009-08-17,19411945,Q4304542,4.325,5.033,0,0
April in Love,2006-06-13,42220733,Q2874528,6.3,1.624,0,0
Those Calloways,1965-01-28,26008662,Q2934307,6.3,5.897,0,0
Rocket Attack U.S.A.,1958-01-01,38543955,Q2694839,2.1,2.25,0,0
The Gardener of Argenteuil,1966-10-07,54421441,Q3223572,6.5,2.895,0,0
Ashes of Paradise,1997-08-07,13817550,Q4804885,6.7,2.325,0,0
Comrade Pedersen,2006-02-24,45647675,Q1758358,5.5,2.125,0,0
Bank Chor,2017-06-16,42092746,Q16243464,5.0,3.091,0,0
Mister America,2019-10-09,5660275,Q65923224,6.25,1.772,0,4912
Crabs!,2021-08-26,71567700,Q21095436,3.9,3.898,0,0
The Intent,2016-07-29,62428530,Q52945526,5.8,1.489,0,0
Amsterdam Heavy,2011-09-12,42004223,Q2754534,3.575,4.932,0,0
Don't Go Breaking My Heart 2,2014-11-11,43742097,Q18111972,5.6,3.234,0,0
Hush! Girls Don't Scream,2013-07-31,51202410,Q14755291,6.825,2.017,0,0
Whole New Thing,2005-09-15,10037575,Q2567246,5.8,3.478,0,0
Seven Billiard Tables,2007-10-05,15829737,Q9077202,5.7,2.408,0,0
Kidnapped for Christ,2014-04-09,41353464,Q15305029,6.75,1.011,0,315
Breakfast with Hunter,2003-06-21,2376328,Q4959498,6.7,3.964,0,0
The Quick Gun,1964-04-01,35881349,Q2782443,6.125,5.489,0,2223
The Oklahoma Kid,1939-03-11,5073747,Q2625517,5.925,3.528,0,2082
Punjabi House,1998-09-04,26011442,Q7260331,7.325,2.523,0,0
Motichoor Chaknachoor,2019-11-15,62035117,Q77893875,6.2,1.981,0,0
The Castaway Cowboy,1974-08-01,6045984,Q3019554,6.4,3.727,0,2910
Shehata's Shop,2009-07-10,23177742,Q5288753,6.35,2.306,0,0
Talons of the Eagle,1992-11-06,26668394,Q7680299,4.975,2.02,0,0
A Fool,2015-05-01,48639736,Q18228443,7.275,1.561,0,0
Gunner Palace,2004-09-11,3317799,Q5619208,6.3,1.012,0,751
Letter to Brezhnev,1985-11-15,1306604,Q6533596,6.4,2.95,0,0
The Chilling,1989-01-01,74528840,Q55441959,4.0,3.378,0,0
Whispering Pages,1994-02-11,73690833,Q16706317,6.6,1.641,0,0
Faces of Children,1925-01-24,18510113,Q2318429,7.7,1.609,0,0
Producing Adults,2004-09-17,4037444,Q2082786,5.4,2.542,0,0
The Devil and the Ten Commandments,1962-09-14,29470561,Q1962025,5.4,3.815,0,0
Confessions of a Window Cleaner,1974-08-16,3807682,Q5160040,5.1,4.298,0,632
The Starfighters,1964-01-01,4260440,Q2328102,1.35,1.316,0,0
Dr. Otto and the Riddle of the Gloom Beam,1986-04-09,4324255,Q5304311,5.2,3.234,0,2116
Steel and Lace,1991-01-30,40737798,Q3010792,5.0,3.914,0,0
Ulidavaru Kandanthe,2014-03-28,41324074,Q15971498,7.8,1.478,0,0
All Mine to Give,1957-11-13,27391398,Q4729078,6.2,3.143,0,22726
Love in Taipei,2023-08-10,74514658,Q121133839,7.575,62.843,0,18000
Inside Moves,1980-12-19,1389387,Q1446898,6.9,6.038,0,106
Real Playing Game,2013-08-28,40389062,Q14784591,4.35,1.746,0,0
Björk: Biophilia Live,2014-10-10,42596290,Q16842578,7.55,1.137,0,0
The Price of Everything,2018-11-16,58020348,Q55818699,7.1,1.679,0,0
Art Museum by the Zoo,1998-12-19,20649332,Q4796988,6.8,5.002,0,0
Dilan 1991,2019-02-28,60210212,Q25465386,6.9,2.674,0,0
"His Majesty, the Scarecrow of Oz",1914-10-14,5384890,Q3007082,5.3,2.733,0,2226
Munafik 2,2018-08-29,58440269,Q56542193,5.5,4.075,0,0
My Name Is Lenny,2017-06-09,51632046,Q27703193,5.75,2.985,0,213
A Serious Game,2016-09-09,54261230,Q19976484,5.9,2.137,0,0
The Haunted Curiosity Shop,1901-01-01,31915356,Q7739002,5.3,0.746,0,0
Night Patrol,1984-11-16,6238379,Q4327784,4.325,3.703,0,0
The German Chainsaw Massacre,1990-11-29,62581237,Q1171049,3.7,3.267,0,0
"Skinny Tiger, Fatty Dragon",1990-06-28,14211990,Q7535587,7.0,4.432,0,0
8: The Mormon Proposition,2010-01-24,27127942,Q4645168,5.6,1.534,0,0
The Sun's Burial,1960-08-09,69508233,Q3203155,6.7,3.665,0,0
Meet Me There,2014-04-04,42535928,Q17113689,3.75,1.09,0,0
The Gold Seekers,2017-09-07,55353528,Q41025791,7.675,3.678,0,0
Tempestad,2017-05-19,55226763,Q24659886,7.7,3.564,0,0
Everybody Has Secrets,2004-07-30,1290182,Q489235,6.0,6.331,0,0
Casanova Brown,1944-08-23,9104281,Q2940808,6.4,2.34,0,732
Iraq for Sale: The War Profiteers,2006-01-01,7427284,Q6067886,7.9,1.205,0,0
Awake: The Life of Yogananda,2014-10-10,54090086,Q21007575,6.8,2.406,0,0
Mutual Appreciation,2005-03-01,6817957,Q6944150,6.1,2.19,0,0
O Costa do Castelo,1943-03-15,9020005,Q2008315,7.5,1.302,0,0
